Year,Company,Country,ICB3 long,R&D (€million),R&D one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),R&D-to-capex ratio (%),Net sales (€million),Net sales one-year growth (%),Operating profit (€million),Operating profit one-year growth (%),Profitability (%),Market capitalisation (€million),Market capitalisation one-year growth (%),Employees,Employees one-year growth (%)
2024,BARCO NV,Belgium,Electronic & Electrical Equipment,132.734,-1.05700995885263,14.0223327945573,42.566,-21.7651815909425,4.4967726259521,311.831038857304,946.59,-9.86033250899644,66.094,-25.5966318443804,6.98232603344637,973.766397066,-36.6767370069211,3135.0,-6.97329376854599
2024,TIETOEVRY OYJ,Finland,Software & Computer Services,130.7,1.0827532869296,4.66352672518376,85.6,1.78359096313912,3.05430671519303,152.68691588785,2802.6,-1.71143999438873,23.2,-90.5729378301504,0.827802754585028,2019.255407309,-20.8411791599741,22941.0,-5.04159940394884
2024,PRYSMIAN S.P.A.,Italy,Electronic & Electrical Equipment,129.0,5.73770491803279,0.757664748032421,768.0,28.2136894824708,4.51074826735581,16.796875,17026.0,10.8896704441839,1206.0,40.2325581395349,7.08328438858217,18238.132836647,60.1954909023333,33161.0,10.2133741026323
2024,JUST EAT TAKEAWAY.COM N.V,Netherlands,Software & Computer Services,126.0,4.13223140495868,2.47204237786933,47.0,4.44444444444444,0.922111045713165,268.085106382979,5097.0,-1.35475130636733,-1690.0,-16.46070192783,-33.1567588777712,2757.329476648,-9.04621911333389,12777.0,-5.3976010661928
2024,FOCUS ENTERTAINMENT SA,France,Software & Computer Services,121.926,8.59585838343353,31.2630769230769,94.449,14.7618469015796,24.2176923076923,129.091890861735,390.0,108.184312511343,37.802,-315.248832706981,9.69282051282051,160.249373603,170.47076339406,606.0,-1.30293159609121
2024,MELEXIS N.V.,Belgium,Technology Hardware & Equipment,101.646648,3.14125869706589,10.8968448704464,52.992655,-42.8929874776599,5.68098163756553,191.812710648296,932.808067,-3.26557124460071,219.889102,-15.8319800264404,23.5728130768835,2282.6,-38.0821917808219,1941.0,0.517866390471258
2024,QUADIENT SA,France,Technology Hardware & Equipment,97.2,1.03950103950104,8.85326532471081,59.6,14.8362235067437,5.42854540486383,163.087248322148,1097.9,2.55955161139655,137.8,-2.88935870331219,12.5512341743328,628.712946991,-7.03364428677445,4680.0,-0.86846007201864
2024,NEXANS,France,Electronic & Electrical Equipment,89.0,0.0,1.04142288790077,378.0,0.26525198938992,4.42312192838755,23.5449735449735,8546.0,9.70474967907574,601.0,56.5104166666667,7.03252983852095,4559.102062475,31.4826459914647,28498.0,-0.00701754385964912
2024,SOITEC,France,Technology Hardware & Equipment,88.426,31.9003579952267,9.92601456360267,171.984,-2.72288148055973,19.3055853335743,51.41524793004,890.851,-8.90293011450905,133.092,-35.1747853235854,14.9398720998237,1750.596638,-48.8848510748886,2140.0,-8.03609798023206
2024,AIXTRON SE,Germany,Technology Hardware & Equipment,85.919,6.24335353035735,13.5698931863876,94.079,56.3579251774169,14.8586689915171,91.3264384187757,633.159,0.520734934804934,127.317,-14.8216041907795,20.1082192624601,1726.682822763,-60.4840229899342,1207.0,11.1418047882136
